"ESS","famille","typo_C","typo_C_det","taille_etab","IDF","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","3 - Moyennes entreprises","Ensemble","139","125","s","s","s"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","4 - Grandes entreprises","Ensemble","7","5","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","Ensemble","12","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","Ensemble","7","0","90","79","2515826"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","Ensemble","2","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","Ensemble","4","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2 - Petites entreprises","Ensemble","9","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3 - Moyennes entreprises","Ensemble","2","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","Ensemble","17","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","Ensemble","11","0","243","187","6463780"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","Ensemble","4","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","Ensemble","5","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","Ensemble","29","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","Ensemble","101","26","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","Ensemble","82","12","1801","1488","55019850"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","Ensemble","19","3","1314","1143","38421271"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","4 - Grandes entreprises","Ensemble","1","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","Ensemble","5","2","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","Ensemble","2","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","Ensemble","5","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","Ensemble","4","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","Ensemble","20","2","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","Ensemble","31","2","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","Ensemble","1","0","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","Ensemble","72","6","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","Ensemble","259","20","7700","6914","203516693"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","Ensemble","325","43","23648","20812","606682591"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","Ensemble","5","0","s","s","s"
"ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","Ensemble","4","3","s","s","s"
"ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","Ensemble","1","1","s","s","s"
"ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","Ensemble","1","1","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","Ensemble","8","8","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","Ensemble","4","4","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","Ensemble","1","1","s","s","s"
"ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","Ensemble","1","0","s","s","s"
"ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","Ensemble","1","1","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","Ensemble","8","4","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","Ensemble","4","1","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","Ensemble","11","2","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","Ensemble","1","1","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement culturel","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","1 - Micro entreprise","Ensemble","15","5","57","49","1849883"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","2 - Petites entreprises","Ensemble","36","4","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","3 - Moyennes entreprises","Ensemble","28","7","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","4 - Grandes entreprises","Ensemble","4","3","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adultes","1 - Micro entreprise","Ensemble","31","0","104","132","3980493"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adultes","2 - Petites entreprises","Ensemble","9","2","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Formation d adultes","3 - Moyennes entreprises","Ensemble","2","0","s","s","s"
"ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Loisirs","1 - Micro entreprise","Ensemble","1","0","s","s","s"
"ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Sports","1 - Micro entreprise","Ensemble","3","3","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","1 - Micro entreprise","Ensemble","40","32","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","2 - Petites entreprises","Ensemble","17","10","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","3 - Moyennes entreprises","Ensemble","5","5","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","1 - Micro entreprise","Ensemble","28","22","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","2 - Petites entreprises","Ensemble","6","5","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","4 - Grandes entreprises","Ensemble","1","0","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants handicapes","1 - Micro entreprise","Ensemble","15","6","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants handicapes","2 - Petites entreprises","Ensemble","7","1","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil d enfants handicapes","3 - Moyennes entreprises","Ensemble","5","1","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","1 - Micro entreprise","Ensemble","3350","1878","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","2 - Petites entreprises","Ensemble","1175","547","16214","13993","319666063"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","3 - Moyennes entreprises","Ensemble","160","120","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Accueil des jeunes enfants","4 - Grandes entreprises","Ensemble","10","1","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","1 - Micro entreprise","Ensemble","260","194","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","2 - Petites entreprises","Ensemble","88","56","1611","1397","40629252"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","3 - Moyennes entreprises","Ensemble","21","15","1618","1378","59153089"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Action sociale NCA","4 - Grandes entreprises","Ensemble","3","1","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","1 - Micro entreprise","Ensemble","1482","1210","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","2 - Petites entreprises","Ensemble","1900","1437","38025","26885","568529240"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","3 - Moyennes entreprises","Ensemble","542","375","32421","23391","488494941"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide a domicile","4 - Grandes entreprises","Ensemble","4","4","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","1 - Micro entreprise","Ensemble","16","12","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","2 - Petites entreprises","Ensemble","51","29","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","3 - Moyennes entreprises","Ensemble","15","6","1076","1006","22270308"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Aide par le travail","4 - Grandes entreprises","Ensemble","1","1","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","1 - Micro entreprise","Ensemble","352","266","s","s","s"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","2 - Petites entreprises","Ensemble","767","581","23546","20890","578413248"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","3 - Moyennes entreprises","Ensemble","1273","832","78477","69935","1973292447"
"Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Hebergement medico-social et social","4 - Grandes entreprises","Ensemble","5","2","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","1 - Micro entreprise","Ensemble","33907","28079","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","2 - Petites entreprises","Ensemble","1905","1270","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","3 - Moyennes entreprises","Ensemble","311","165","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","4 - Grandes entreprises","Ensemble","56","26","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","1 - Micro entreprise","Ensemble","38145","27969","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","2 - Petites entreprises","Ensemble","4089","1883","71941","68645","4103662789"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","3 - Moyennes entreprises","Ensemble","514","172","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","4 - Grandes entreprises","Ensemble","161","41","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","1 - Micro entreprise","Ensemble","1807","215","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","2 - Petites entreprises","Ensemble","313","40","s","s","s"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","3 - Moyennes entreprises","Ensemble","164","69","19570","18866","1151840608"
"Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","4 - Grandes entreprises","Ensemble","77","29","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","1 - Micro entreprise","Ensemble","3784","3439","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","2 - Petites entreprises","Ensemble","572","493","8537","9133","405646966"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","3 - Moyennes entreprises","Ensemble","77","66","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","4 - Grandes entreprises","Ensemble","2","1","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Création artistique","1 - Micro entreprise","Ensemble","688","652","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Création artistique","2 - Petites entreprises","Ensemble","23","21","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Création artistique","3 - Moyennes entreprises","Ensemble","1","1","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Création artistique","4 - Grandes entreprises","Ensemble","1","1","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Gestion des spectacles","1 - Micro entreprise","Ensemble","178","164","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Gestion des spectacles","2 - Petites entreprises","Ensemble","79","69","s","s","s"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Gestion des spectacles","3 - Moyennes entreprises","Ensemble","13","13","s","s","32164790"
"Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Gestion des spectacles","4 - Grandes entreprises","Ensemble","1","1","s","s","s"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","1 - Micro entreprise","Ensemble","64756","52796","192776","199687","6669360150"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","2 - Petites entreprises","Ensemble","26433","19719","s","s","s"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","3 - Moyennes entreprises","Ensemble","7775","5031","s","s","s"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","4 - Grandes entreprises","Ensemble","1491","818","s","s","s"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","1 - Micro entreprise","Ensemble","209071","195787","484415","481888","13403713390"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","2 - Petites entreprises","Ensemble","28727","23894","s","s","s"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","3 - Moyennes entreprises","Ensemble","3207","1718","s","s","s"
"Hors ESS","Privé Hors ESS","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","4 - Grandes entreprises","Ensemble","169","86","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","1 - Micro entreprise","Ensemble","2092","1823","3413","3088","97428180"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","2 - Petites entreprises","Ensemble","335","243","4448","3393","119134642"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","3 - Moyennes entreprises","Ensemble","53","36","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Autres enseignements","4 - Grandes entreprises","Ensemble","8","5","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement culturel","1 - Micro entreprise","Ensemble","371","325","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement culturel","2 - Petites entreprises","Ensemble","24","18","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement culturel","3 - Moyennes entreprises","Ensemble","5","5","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","1 - Micro entreprise","Ensemble","3194","3066","s","s","s"
"Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","2 - Petites entreprises","Ensemble","133","122","s","s","s"
