"REG","ESS_simp","typo_B","typo_B_det","sexe","CSP","nb_poste"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Occitanie","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Professions intermediaires","66"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1449"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Employes","27662"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Ouvriers et Non codes","4256"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Professions intermediaires","12060"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","622"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Employes","2725"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Ouvriers et Non codes","6668"
"Pays de la Loire","ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Professions intermediaires","4114"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","1877"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Professions intermediaires","5423"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","2533"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Professions intermediaires","2606"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","266"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Professions intermediaires","263"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","288"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Professions intermediaires","183"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Femmes","Ouvriers et Non codes","607"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Hommes","Ouvriers et Non codes","1806"
"Pays de la Loire","ESS","COMMERCE (GZ)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Employes","5376"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Professions intermediaires","11891"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Employes","604"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Professions intermediaires","4015"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Employes","809"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Employes","189"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Ouvriers et Non codes","168"
"Pays de la Loire","ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Employes","256"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","NON-CLASSES (94.99Z)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","645"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Employes","3437"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Ouvriers et Non codes","39"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Femmes","Professions intermediaires","2721"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","356"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Employes","235"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Ouvriers et Non codes","73"
"Pays de la Loire","ESS","SANTE HUMAINE (QA)","Ensemble","Hommes","Professions intermediaires","428"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","185"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Femmes","Employes","1203"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Femmes","Ouvriers et Non codes","686"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Femmes","Professions intermediaires","327"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","302"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Hommes","Employes","372"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Hommes","Ouvriers et Non codes","924"
"Pays de la Loire","ESS","SERVICES DIVERS","Ensemble","Hommes","Professions intermediaires","412"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","596"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Employes","2669"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ouvriers et Non codes","1492"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Professions intermediaires","1540"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","810"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Employes","630"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ouvriers et Non codes","3400"
"Pays de la Loire","ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Professions intermediaires","856"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Professions intermediaires","1627"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Professions intermediaires","2291"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","234"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Employes","6734"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Ouvriers et Non codes","291"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Femmes","Professions intermediaires","1051"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","156"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Employes","444"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Ouvriers et Non codes","681"
"Pays de la Loire","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","Hommes","Professions intermediaires","216"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","4974"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Employes","7940"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","6074"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Employes","2011"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","301"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ouvriers et Non codes","4948"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","699"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ouvriers et Non codes","12443"
"Pays de la Loire","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Employes","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Professions intermediaires","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Employes","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Professions intermediaires","s"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","6154"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Employes","57972"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Ouvriers et Non codes","4233"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Femmes","Professions intermediaires","12742"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","12183"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Employes","24740"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Ouvriers et Non codes","32202"
"Pays de la Loire","Privé Hors ESS","COMMERCE (GZ)","Ensemble","Hommes","Professions intermediaires","16414"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Employes","1037"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Ouvriers et Non codes","s"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Professions intermediaires","1580"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","s"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Employes","277"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Ouvriers et Non codes","s"
"Pays de la Loire","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Professions intermediaires","1451"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","612"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Employes","16959"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Ouvriers et Non codes","1633"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Professions intermediaires","1274"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Cadres professions intellectuelles supérieures et chefs d entreprises","1112"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Employes","10954"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Ouvriers et Non codes","4841"
"Pays de la Loire","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Professions intermediaires","1856"
"Pays de la Loire","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Cadres professions intellectuelles supérieures et chefs d entreprises","8124"
"Pays de la Loire","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","Femmes","Employes","22882"
