"ESS","famille","typo_C","typo_C_det","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","2 - Petites entreprises","75","34","s","s","s"
"Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","3 - Moyennes entreprises","22","8","2828","2713","s"
"Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","4 - Grandes entreprises","7","0","s","s","s"
"Hors ESS","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","1 - Micro entreprise","280","181","s","s","s"
"Hors ESS","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","2 - Petites entreprises","130","97","s","s","86912725"
"Hors ESS","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","3 - Moyennes entreprises","15","12","s","s","s"
"Hors ESS","Privé Hors ESS","ORGANISMES EXTRATERRITORIAUX","Ensemble","4 - Grandes entreprises","4","4","s","s","s"
"Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","70373","64981","97009","85323","2443243269"
"Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","4698","3115","83679","75853","2296665879"
"Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","1005","699","100452","91316","3023594496"
"Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","188","168","88030","80997","2730839449"
"Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","1 - Micro entreprise","178134","152355","358246","346972","9833619793"
"Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","2 - Petites entreprises","23669","14625","470157","437495","13994763514"
"Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","5319","2817","512116","480623","16400573444"
"Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","705","352","410503","398429","16252322221"
"Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","290602","250934","562158","551230","19963754409"
"Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","35223","25666","641586","582214","23979717887"
"Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","7004","4104","623123","560497","23828051075"
"Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","1343","650","592672","524386","24132174972"
"Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","12447","11164","s","s","s"
"Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","1403","1122","21553","19270","601997844"
"Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","103","90","s","s","s"
"Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","4 - Grandes entreprises","11","8","s","s","s"
"Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","1 - Micro entreprise","2965","1875","8541","7954","221692460"
"Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","2 - Petites entreprises","3190","1456","71857","64834","1787601471"
"Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","3 - Moyennes entreprises","2665","1745","225701","202335","5586268628"
"Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","4 - Grandes entreprises","161","92","73457","66260","1991918316"
"Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","1 - Micro entreprise","85","11","411","442","26228752"
"Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","2 - Petites entreprises","110","12","s","s","s"
"Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","3 - Moyennes entreprises","40","2","s","s","s"
"Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4 - Grandes entreprises","11","2","s","s","s"
"Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1 - Micro entreprise","155","25","s","s","s"
"Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2 - Petites entreprises","70","5","s","s","s"
"Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3 - Moyennes entreprises","62","0","6262","6154","204497938"
"Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4 - Grandes entreprises","5","1","s","s","s"
"Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","1 - Micro entreprise","459","87","s","s","s"
"Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","2 - Petites entreprises","340","140","7058","7025","226827340"
"Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","3 - Moyennes entreprises","133","73","s","s","s"
"Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","4 - Grandes entreprises","21","14","15368","14430","570032356"
"Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","1 - Micro entreprise","3859","3265","5039","4509","136246081"
"Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","2 - Petites entreprises","646","345","13688","13137","394712414"
"Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","3 - Moyennes entreprises","181","96","16932","16370","530062269"
"Hors ESS","Public","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Ensemble","4 - Grandes entreprises","22","12","8854","8717","323720057"
"Hors ESS","Public","COMMERCE (GZ)","Ensemble","1 - Micro entreprise","25","3","s","s","s"
"Hors ESS","Public","COMMERCE (GZ)","Ensemble","2 - Petites entreprises","21","1","s","s","s"
"Hors ESS","Public","COMMERCE (GZ)","Ensemble","3 - Moyennes entreprises","7","0","s","s","s"
"Hors ESS","Public","COMMERCE (GZ)","Ensemble","4 - Grandes entreprises","1","0","s","s","s"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","1 - Micro entreprise","33129","976","146973","142026","4983768991"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","2 - Petites entreprises","15826","2743","304647","283599","10015100860"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","3 - Moyennes entreprises","6463","5546","547857","510504","19641281433"
"Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","4 - Grandes entreprises","588","317","283678","242493","8342132721"
"Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1 - Micro entreprise","831","76","s","s","s"
"Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","2 - Petites entreprises","464","53","8665","8141","197060988"
"Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3 - Moyennes entreprises","57","9","3283","3045","77008805"
"Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","4 - Grandes entreprises","2","1","s","s","s"
"Hors ESS","Public","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","1 - Micro entreprise","35","4","s","s","s"
"Hors ESS","Public","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","2 - Petites entreprises","27","10","s","s","s"
"Hors ESS","Public","INDUSTRIES ALIMENTAIRES (CA)","Ensemble","3 - Moyennes entreprises","1","1","s","s","s"
"Hors ESS","Public","INFORMATION ET COMMUNICATION (JZ)","Ensemble","1 - Micro entreprise","110","43","s","s","s"
"Hors ESS","Public","INFORMATION ET COMMUNICATION (JZ)","Ensemble","2 - Petites entreprises","32","11","s","s","s"
"Hors ESS","Public","INFORMATION ET COMMUNICATION (JZ)","Ensemble","3 - Moyennes entreprises","8","4","s","s","s"
"Hors ESS","Public","INFORMATION ET COMMUNICATION (JZ)","Ensemble","4 - Grandes entreprises","2","2","s","s","s"
"Hors ESS","Public","NON-CLASSES (94.99Z)","Ensemble","1 - Micro entreprise","8","4","s","s","s"
"Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","1 - Micro entreprise","644","13","2764","2638","91088921"
"Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","2 - Petites entreprises","839","40","17573","15720","544180693"
"Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","3 - Moyennes entreprises","654","295","81044","74358","2369618912"
"Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","4 - Grandes entreprises","734","499","951013","879676","30371689430"
"Hors ESS","Public","SERVICES DIVERS","Ensemble","1 - Micro entreprise","36513","28378","111335","94297","2765712508"
"Hors ESS","Public","SERVICES DIVERS","Ensemble","2 - Petites entreprises","17883","10012","347718","323056","10388642774"
"Hors ESS","Public","SERVICES DIVERS","Ensemble","3 - Moyennes entreprises","6692","4026","655310","620444","21232685067"
"Hors ESS","Public","SERVICES DIVERS","Ensemble","4 - Grandes entreprises","1986","1422","1571809","1486730","49932760639"
"Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1 - Micro entreprise","585","282","2351","2448","77666606"
"Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2 - Petites entreprises","492","185","10203","9833","340379555"
"Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","3 - Moyennes entreprises","171","33","18692","17802","727825452"
"Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4 - Grandes entreprises","92","18","81887","79614","3737972607"
"Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","1 - Micro entreprise","433","95","s","s","s"
"Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","2 - Petites entreprises","172","55","3267","3158","91135454"
"Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","3 - Moyennes entreprises","24","17","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","1","1","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","1","1","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","53","22","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","35","23","365","352","8596690"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","37","30","1482","1007","21892264"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","6","2","s","s","s"
"ESS","1. Coopérative","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","15","15","239","194","6255771"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","42","19","s","s","s"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","13815","1559","164534","163312","8003546370"
"ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","8","1","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","Toutes entreprises","79","69","723","897","30920121"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","5","4","s","s","s"
"ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","4","4","s","s","s"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","484","376","11148","10619","358192168"
"ESS","1. Coopérative","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","764","651","11727","11485","401222623"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","21","18","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","5","4","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","5","4","s","s","s"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","6","6","101","79","2771599"
"ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","225","102","2220","1948","59526014"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","20","12","s","s","s"
"ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","5","5","40","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","15","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","4","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Toutes entreprises","9","0","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","197","18","1753","1553","36808946"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","44","12","493","422","13875748"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","47","1","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","24","2","s","s","s"
"ESS","2. Mutuelle","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","376","15","14291","12612","347783143"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","180","3","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","3","1","s","s","s"
"ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","4608","499","80750","76578","3479677868"
"ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","16","1","s","s","s"
"ESS","2. Mutuelle","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","1","0","s","s","s"
"ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","1","0","s","s","s"
"ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","4","0","s","s","s"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","929","147","11242","9517","270201819"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","650","266","13126","11408","353919477"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Toutes entreprises","1107","185","23816","19051","631504546"
"ESS","3. Association","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","3785","2581","39532","33709","827699664"
"ESS","3. Association","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","8724","5489","134485","113464","3141718851"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","4286","3548","152635","115825","2626842415"
"ESS","3. Association","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","1964","424","144738","128733","2179242120"
"ESS","3. Association","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","10216","3094","357994","314907","8998197580"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","106","36","3321","3496","180254497"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","77","12","456","415","23304559"
"ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","24","12","199","212","9440943"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","Toutes entreprises","19397","18284","19348","23806","867156476"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","763","738","631","609","18140173"
"ESS","3. Association","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","718","629","5220","4716","139503884"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","222","158","4297","3843","84822748"
"ESS","3. Association","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","57","47","652","683","16049323"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","3031","2665","22702","18849","650165476"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement culturel","Toutes entreprises","2653","2556","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement de disciplines sportives et d activites de lois","Toutes entreprises","1942","1861","s","s","s"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Toutes entreprises","9049","6429","245099","214809","7523997544"
"ESS","3. Association","ENSEIGNEMENT (PZ)","Formation d adultes","Toutes entreprises","3296","2231","29770","26030","891664580"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Loisirs","Toutes entreprises","3024","2690","16443","14268","361950042"
"ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Sports","Toutes entreprises","31196","29905","60266","47599","1453321107"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d adultes handicapes ou pers. agees","Toutes entreprises","21","0","311","279","9169204"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants et d adolescents","Toutes entreprises","15","3","358","310","9839909"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil d enfants handicapes","Toutes entreprises","32","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Toutes entreprises","34","1","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Action sociale NCA","Toutes entreprises","203","41","3778","3241","117166900"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide a domicile","Toutes entreprises","12","2","s","s","s"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Aide par le travail","Toutes entreprises","56","5","4571","4103","73664791"
"ESS","4. Fondation","ACTION SOCIALE (QB)","Hebergement medico-social et social","Toutes entreprises","661","69","33111","29435","865077684"
"ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites de services financiers et d assurances","Toutes entreprises","4","3","s","s","s"
"ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Activites des services financiers hors assurance et caisses","Toutes entreprises","1","1","s","s","s"
"ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Assurances","Toutes entreprises","1","1","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Arts du spectacle vivant et soutien au spectacle vivant","Toutes entreprises","9","9","80","103","4129267"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Création artistique","Toutes entreprises","4","4","s","s","s"
"ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Gestion des spectacles","Toutes entreprises","1","1","s","s","s"
"ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Autres industries (BE)","Toutes entreprises","1","0","s","s","s"
"ESS","4. Fondation","AUTRES INDUSTRIES (BE sauf CA)+CONSTRUCTION (FZ)","Construction (FZ)","Toutes entreprises","1","1","s","s","s"
"ESS","4. Fondation","ENSEIGNEMENT (PZ)","Autres enseignements","Toutes entreprises","23","7","1192","1071","38580776"
